Distribution of Gift	 	gift_id_613	 	 Boy_id22_Girl_id5	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_11	 	 Boy_id22_Girl_id5	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_459	 	 Boy_id22_Girl_id5	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_817	 	 Boy_id22_Girl_id5	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_419	 	 Boy_id22_Girl_id5	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_84	 	 Boy_id22_Girl_id5	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_774	 	 Boy_id22_Girl_id5	 	2017-04-09.22:31:42
No Extra Gift for Boy_id22_Girl_id5
Distribution of Gift	 	gift_id_332	 	 Boy_id33_Girl_id1	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_724	 	 Boy_id33_Girl_id1	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_669	 	 Boy_id33_Girl_id1	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_613	 	 Boy_id33_Girl_id1	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_11	 	 Boy_id33_Girl_id1	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_459	 	 Boy_id33_Girl_id1	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_817	 	 Boy_id33_Girl_id1	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_419	 	 Boy_id33_Girl_id1	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_84	 	 Boy_id33_Girl_id1	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_774	 	 Boy_id33_Girl_id1	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_725	 	 Boy_id33_Girl_id1	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_278	 	 Boy_id33_Girl_id1	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_460	 	 Boy_id33_Girl_id1	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_680	 	 Boy_id33_Girl_id1	 	2017-04-09.22:31:42
No Extra Gift for Boy_id33_Girl_id1
Distribution of Gift	 	gift_id_332	 	 Boy_id12_Girl_id3	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_724	 	 Boy_id12_Girl_id3	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_669	 	 Boy_id12_Girl_id3	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_613	 	 Boy_id12_Girl_id3	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_11	 	 Boy_id12_Girl_id3	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_459	 	 Boy_id12_Girl_id3	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_817	 	 Boy_id12_Girl_id3	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_419	 	 Boy_id12_Girl_id3	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_84	 	 Boy_id12_Girl_id3	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_774	 	 Boy_id12_Girl_id3	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_725	 	 Boy_id12_Girl_id3	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_278	 	 Boy_id12_Girl_id3	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_460	 	 Boy_id12_Girl_id3	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_680	 	 Boy_id12_Girl_id3	 	2017-04-09.22:31:42
No Extra Gift for Boy_id12_Girl_id3
Distribution of Gift	 	gift_id_332	 	 Boy_id14_Girl_id2	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_724	 	 Boy_id14_Girl_id2	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_669	 	 Boy_id14_Girl_id2	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_613	 	 Boy_id14_Girl_id2	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_11	 	 Boy_id14_Girl_id2	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_459	 	 Boy_id14_Girl_id2	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_817	 	 Boy_id14_Girl_id2	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_419	 	 Boy_id14_Girl_id2	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_84	 	 Boy_id14_Girl_id2	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_774	 	 Boy_id14_Girl_id2	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_725	 	 Boy_id14_Girl_id2	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_278	 	 Boy_id14_Girl_id2	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_460	 	 Boy_id14_Girl_id2	 	2017-04-09.22:31:42
Distribution of Gift	 	gift_id_680	 	 Boy_id14_Girl_id2	 	2017-04-09.22:31:42
No Extra Gift for Boy_id14_Girl_id2
